step,state,next_state,action,reward,td_error,suddenness,goal_relevance,conduciveness,power,q_values_json
216,S1,P,frwd,-5,2.5979096645762523,0.24561403508771928,1.0,1.0,0.0,"{""frwd"": -18.99995963063139}"
217,P,E,frwd,-10,-6.040575225914233,0.0,1.0,0.0,0.0,"{""frwd"": -9.999997816185623}"
218,E,E,frwd,-10,-1.1521180700668765e-05,0.0,1.1521180700668765e-05,0.49999423940964965,0.0,"{""frwd"": -9.999997816185623}"
219,S,S1,,-1,-1.1521180700668765e-05,0.0,0.0,0.0,0.0,"{""frwd"": -8.005288140435042}"
220,S1,P,frwd,-5,0.18758145420653277,0.24137931034482762,0.18758145420653277,0.5937907271032664,0.0,"{""frwd"": -18.99997115181209}"
221,P,E,frwd,-10,-4.228405768858752,0.0,1.0,0.0,0.0,"{""frwd"": -9.999998471329937}"
222,E,E,frwd,-10,-8.241715455170605e-06,0.0,8.241715455170605e-06,0.4999958791422724,0.0,"{""frwd"": -9.999998471329937}"
223,S,S1,,-1,-8.241715455170605e-06,0.0,0.0,0.0,0.0,"{""frwd"": -12.233693909293795}"
224,S1,P,frwd,-5,-1.0103625396472902,0.23728813559322037,1.0,0.0,0.0,"{""frwd"": -18.999979393527546}"
225,P,E,frwd,-10,-2.959886263464299,0.0,1.0,0.0,0.0,"{""frwd"": -9.999998929930955}"
226,E,E,frwd,-10,-5.8930230935061445e-06,0.0,5.8930230935061445e-06,0.49999705348845325,0.0,"{""frwd"": -9.999998929930955}"
